instrument,date,dow,day_open,day_close,day_high,day_low,prev_close,pdh,pdl,gap_pct,gap_type,gap_bucket,inside_day,outside_day,prev_inside,broke_pdh,broke_pdl,broke_pd_both,broke_pd_none,broke_pd_first,first15_bull,first30_bull,first60_bull,orb_high,orb_low,orb_range,orb_close,orb_close_above_mid,orb_close_loc,orb_first_side,orb_high_break,orb_low_break,orb_both_break,orb_one_side,orb_no_break,orb_break_first,orb_break_count,orb_up_ext,orb_dn_ext,orb_up_retr,orb_dn_retr,ib_high,ib_low,ib_range,ib_close,ib_close_above_mid,ib_close_loc,ib_first_side,ib_high_break,ib_low_break,ib_both_break,ib_one_side,ib_no_break,ib_break_first,ib_break_count,ib_up_ext,ib_dn_ext,ib_up_retr,ib_dn_retr
XAUUSD,2025-02-04,Tuesday,2837.41,2843.65,2845.49,2832.45,2817.090087890625,2830.39990234375,2813.0,0.7210000157356262,Gap Up,+0.5% to +1%,False,False,False,False,False,False,True,none,True,True,True,2841.17,2835.97,5.2,2840.09,True,0.7923,low,True,True,True,False,False,high,2,0.8308,0.6769,1.676900029182434,1.7366000413894653,2844.39,2835.97,8.42,2843.69,True,0.9169,low,True,True,True,False,False,high,2,0.1307000070810318,0.4180999994277954,1.4180999994277954,1.0724999904632568
XAUUSD,2025-02-05,Wednesday,2864.51,2862.17,2882.49,2859.97,2843.64990234375,2845.489990234375,2832.449951171875,0.734000027179718,Gap Up,+0.5% to +1%,False,False,False,False,False,False,True,none,True,True,True,2870.03,2864.51,5.52,2866.5,False,0.3605,low,True,True,True,False,False,high,2,2.2572,0.8225,1.8224999904632568,2.21560001373291,2877.55,2864.51,13.04,2876.71,True,0.9356,low,True,True,True,False,False,high,2,0.37880000472068787,0.3481999933719635,1.3481999635696411,0.9379000067710876
XAUUSD,2025-02-06,Thursday,2857.78,2856.38,2858.32,2834.1,2862.169921875,2882.489990234375,2859.969970703125,-0.15299999713897705,Gap Down,0 to -0.2%,False,False,False,False,False,False,True,none,False,False,False,2858.32,2854.15,4.17,2854.77,False,0.1487,high,False,True,False,True,False,low,1,-0.2518,4.8079,,0.748199999332428,2858.32,2834.1,24.22,2844.92,False,0.4467,high,False,False,False,False,True,none,0,-0.04340000078082085,-0.4108000099658966,,
XAUUSD,2025-02-07,Friday,2873.88,2860.28,2886.68,2853.25,2856.3798828125,2858.320068359375,2834.10009765625,0.6129999756813049,Gap Up,+0.5% to +1%,False,False,False,True,False,False,False,pdh,True,True,True,2878.34,2871.2,7.14,2877.26,True,0.8487,low,True,True,True,False,False,high,2,1.168,2.514,3.5139999389648438,1.1064000129699707,2883.3,2871.2,12.1,2882.88,True,0.9653,low,True,True,True,False,False,high,2,0.2793000042438507,1.4835000038146973,2.4835000038146973,0.652899980545044
XAUUSD,2025-02-10,Monday,2904.32,2906.81,2911.77,2896.59,2860.280029296875,2886.679931640625,2853.25,1.5399999618530273,Gap Up,> +1%,False,False,False,False,False,False,True,none,True,True,True,2906.81,2901.78,5.03,2905.82,True,0.8032,low,True,True,True,False,False,high,2,0.9861,1.0318,2.0318000316619873,1.186900019645691,2911.3,2901.78,9.52,2908.2,True,0.6744,low,True,True,True,False,False,high,2,0.049400001764297485,0.545199990272522,1.545199990272522,0.6270999908447266
XAUUSD,2025-02-11,Tuesday,2901.84,2897.64,2908.61,2890.91,2906.81005859375,2911.77001953125,2896.590087890625,-0.17100000381469727,Gap Down,0 to -0.2%,False,False,False,False,True,False,False,pdl,True,False,False,2904.28,2899.08,5.2,2902.73,True,0.7019,high,True,True,True,False,False,low,2,0.8327,1.5712,1.965399980545044,1.8327000141143799,2904.28,2890.91,13.37,2898.1,True,0.5378,high,True,False,False,True,False,high,1,0.3239000141620636,-0.23559999465942383,0.7644000053405762,
XAUUSD,2025-02-12,Wednesday,2895.85,2900.25,2909.15,2886.91,2897.639892578125,2908.610107421875,2890.909912109375,-0.06199999898672104,Flat,0 to -0.2%,False,True,False,True,True,True,False,pdl,False,False,False,2898.0,2892.43,5.57,2893.56,False,0.2029,high,True,True,True,False,False,low,2,2.0018,0.991,0.8025000095367432,3.001800060272217,2898.0,2886.91,11.09,2892.48,True,0.5023,high,True,False,False,True,False,high,1,1.0053999423980713,-0.446399986743927,0.40310001373291016,
XAUUSD,2025-02-13,Thursday,2909.26,2928.51,2928.96,2907.91,2900.25,2909.14990234375,2886.909912109375,0.3109999895095825,Gap Up,+0.2% to +0.5%,False,False,False,True,False,False,False,pdh,True,True,True,2916.47,2907.91,8.56,2914.5,True,0.7699,low,True,False,False,True,False,high,1,1.4591,-0.5864,0.41359999775886536,,2919.76,2907.91,11.85,2916.23,True,0.7021,low,True,False,False,True,False,high,1,0.7764000296592712,-0.4235999882221222,0.5763999819755554,
XAUUSD,2025-02-14,Friday,2926.67,2884.68,2928.52,2877.03,2928.510009765625,2928.9599609375,2907.909912109375,-0.06300000101327896,Flat,0 to -0.2%,False,False,False,False,True,False,False,pdl,False,False,False,2928.52,2921.6,6.92,2923.26,False,0.2399,high,False,True,False,True,False,low,1,-0.6026,6.4408,,0.31209999322891235,2928.52,2897.41,31.11,2900.16,False,0.0884,high,False,True,False,True,False,low,1,-0.691100001335144,0.6550999879837036,,0.30889999866485596
XAUUSD,2025-02-17,Monday,2897.97,2899.45,2904.07,2896.45,2884.679931640625,2928.52001953125,2877.030029296875,0.460999995470047,Gap Up,+0.2% to +0.5%,True,False,False,False,False,False,True,none,True,True,True,2900.22,2897.62,2.6,2899.86,True,0.8616,low,True,True,True,False,False,high,2,1.4809,0.4501,1.4500999450683594,1.0347000360488892,2904.07,2897.62,6.45,2899.65,False,0.3147,low,False,True,False,True,False,low,1,-0.4278999865055084,0.18140000104904175,,0.4169999957084656
XAUUSD,2025-02-18,Tuesday,2923.37,2933.9,2937.05,2922.47,2899.449951171875,2904.070068359375,2896.449951171875,0.824999988079071,Gap Up,+0.5% to +1%,False,False,True,False,False,False,True,none,True,True,True,2924.91,2922.47,2.44,2924.1,True,0.6681,high,True,False,False,True,False,high,1,4.9756,-0.3893,0.5041000247001648,,2929.57,2922.47,7.1,2926.32,True,0.5423,low,True,False,False,True,False,high,1,1.0535000562667847,-0.1703999936580658,0.17749999463558197,
XAUUSD,2025-02-19,Wednesday,2933.95,2935.89,2940.62,2918.61,2933.89990234375,2937.050048828125,2922.469970703125,0.0020000000949949026,Flat,0 to +0.2%,False,True,False,True,True,True,False,pdh,True,True,True,2937.88,2931.3,6.58,2936.22,True,0.7477,low,True,True,True,False,False,high,2,0.4165,1.9286,2.9286000728607178,0.8025000095367432,2940.62,2931.3,9.32,2935.22,False,0.4206,low,False,True,False,True,False,low,1,-0.14810000360012054,1.3616000413894653,,0.5665000081062317
XAUUSD,2025-02-20,Thursday,2929.36,2938.44,2946.99,2929.32,2935.889892578125,2940.6201171875,2918.610107421875,-0.22200000286102295,Gap Down,-0.2% to -0.5%,False,False,False,True,False,False,False,pdh,True,True,True,2939.91,2929.32,10.59,2939.44,True,0.9556,low,True,False,False,True,False,high,1,0.6686,-0.2115,0.5921000242233276,,2939.91,2929.32,10.59,2936.81,True,0.7073,low,True,False,False,True,False,high,1,0.6686000227928162,-0.3720000088214874,0.5921000242233276,
XAUUSD,2025-02-21,Friday,2935.45,2934.87,2942.72,2921.76,2938.43994140625,2946.989990234375,2929.320068359375,-0.10199999809265137,Flat,0 to -0.2%,False,False,False,False,True,False,False,pdl,False,False,False,2935.6,2928.24,7.36,2929.58,False,0.1821,high,True,True,True,False,False,high,2,0.9674,0.8804,1.8803999423980713,1.9673999547958374,2938.97,2921.76,17.21,2925.4,False,0.2115,high,True,False,False,True,False,high,1,0.21789999306201935,-0.1923000067472458,0.3765000104904175,
XAUUSD,2025-02-24,Monday,2942.01,2951.47,2951.51,2930.78,2934.8701171875,2942.719970703125,2921.760009765625,0.24300000071525574,Gap Up,+0.2% to +0.5%,False,False,False,True,False,False,False,pdh,True,False,False,2943.76,2934.72,9.04,2942.69,True,0.8816,high,True,True,True,False,False,high,2,0.8573,0.4358,1.4357999563217163,1.857300043106079,2944.1,2930.78,13.32,2935.89,False,0.3836,high,True,False,False,True,False,high,1,0.5562999844551086,-0.18770000338554382,0.23199999332427979,
XAUUSD,2025-02-25,Tuesday,2942.72,2913.62,2944.84,2888.27,2951.469970703125,2951.510009765625,2930.780029296875,-0.29600000381469727,Gap Down,-0.2% to -0.5%,False,False,False,False,True,False,False,pdl,False,False,False,2944.84,2938.47,6.37,2938.73,False,0.0408,high,False,True,False,True,False,low,1,-0.774,7.8805,,0.22599999606609344,2944.84,2910.05,34.79,2910.18,False,0.0037,high,False,True,False,True,False,low,1,-0.8873000144958496,0.6259999871253967,,0.11270000040531158
XAUUSD,2025-02-26,Wednesday,2894.84,2916.67,2916.74,2890.77,2913.6201171875,2944.840087890625,2888.27001953125,-0.6449999809265137,Gap Down,-0.5% to -1%,True,False,False,False,False,False,True,none,True,True,True,2896.71,2890.77,5.94,2895.16,True,0.739,low,True,False,False,True,False,high,1,3.3721,-0.7492,0.2508000135421753,,2912.08,2890.77,21.31,2911.18,True,0.9578,low,True,False,False,True,False,high,1,0.21870000660419464,-0.7390999794006348,0.26089999079704285,
XAUUSD,2025-02-27,Thursday,2889.24,2873.46,2891.0,2867.79,2916.669921875,2916.739990234375,2890.77001953125,-0.9399999976158142,Gap Down,-0.5% to -1%,False,False,True,False,True,False,False,pdl,False,False,False,2891.0,2880.32,10.68,2881.81,False,0.1395,high,False,True,False,True,False,low,1,-0.3062,1.1732,,0.6937999725341797,2891.0,2867.79,23.21,2875.73,False,0.3421,high,False,False,False,False,True,none,0,-0.14090000092983246,-0.1525000035762787,,
XAUUSD,2025-02-28,Friday,2846.72,2854.5,2855.33,2832.57,2873.4599609375,2891.0,2867.7900390625,-0.9309999942779541,Gap Down,-0.5% to -1%,False,False,False,False,False,False,True,none,False,False,False,2847.1,2837.69,9.41,2838.86,False,0.1244,high,True,True,True,False,False,low,2,0.8746,0.5441,0.964900016784668,1.8746000528335571,2847.1,2832.57,14.53,2842.22,True,0.6641,high,True,False,False,True,False,high,1,0.5663999915122986,-0.3750999867916107,0.6248999834060669,
XAUUSD,2025-03-03,Monday,2873.7,2890.72,2893.09,2873.7,2854.5,2855.330078125,2832.570068359375,0.6729999780654907,Gap Up,+0.5% to +1%,False,False,False,False,False,False,True,none,True,True,True,2882.97,2873.7,9.27,2878.31,False,0.4973,low,True,False,False,True,False,high,1,1.0917,-0.013,0.4918999969959259,,2889.61,2873.7,15.91,2889.19,True,0.9736,low,True,False,False,True,False,high,1,0.21870000660419464,-0.29600000381469727,0.7039999961853027,
XAUUSD,2025-03-04,Tuesday,2916.39,2917.92,2920.52,2900.34,2890.719970703125,2893.090087890625,2873.699951171875,0.8880000114440918,Gap Up,+0.5% to +1%,False,False,False,False,False,False,True,none,False,False,False,2919.05,2907.93,11.12,2911.47,False,0.3183,high,True,True,True,False,False,low,2,0.1322,0.6825,0.42089998722076416,1.132200002670288,2919.05,2900.34,18.71,2906.88,False,0.3495,high,True,False,False,True,False,high,1,0.07859999686479568,-0.1860000044107437,0.2500999867916107,
XAUUSD,2025-03-05,Wednesday,2905.24,2921.59,2930.06,2905.14,2917.919921875,2920.52001953125,2900.340087890625,-0.4350000023841858,Gap Down,-0.2% to -0.5%,False,False,False,True,False,False,False,pdh,True,True,True,2917.15,2905.14,12.01,2914.54,True,0.7827,low,True,False,False,True,False,high,1,1.0749,-0.2498,0.492900013923645,,2921.64,2905.14,16.5,2918.29,True,0.797,low,True,False,False,True,False,high,1,0.5102999806404114,-0.36910000443458557,0.6309000253677368,
XAUUSD,2025-03-06,Thursday,2908.67,2910.54,2922.67,2908.31,2921.590087890625,2930.06005859375,2905.139892578125,-0.44200000166893005,Gap Down,-0.2% to -0.5%,True,False,False,False,False,False,True,none,True,True,True,2914.18,2908.67,5.51,2912.71,True,0.7332,low,True,True,True,False,False,high,2,1.5408,0.0653,1.0652999877929688,0.3684000074863434,2922.67,2908.67,14.0,2913.38,False,0.3364,low,False,True,False,True,False,low,1,-0.09210000187158585,0.025699999183416367,,0.14499999582767487
XAUUSD,2025-03-07,Friday,2916.71,2908.46,2930.33,2902.0,2910.5400390625,2922.669921875,2908.31005859375,0.21199999749660492,Gap Up,+0.2% to +0.5%,False,True,True,True,True,True,False,pdh,True,True,True,2922.12,2916.71,5.41,2919.76,True,0.5638,low,True,True,True,False,False,high,2,1.5175,2.719,3.7190001010894775,0.510200023651123,2930.33,2916.71,13.62,2924.99,True,0.6079,low,False,True,False,True,False,low,1,-0.30320000648498535,1.0800000429153442,,0.20260000228881836
XAUUSD,2025-03-10,Monday,2903.94,2889.24,2910.52,2880.28,2908.4599609375,2930.330078125,2902.0,-0.1550000011920929,Gap Down,0 to -0.2%,False,False,False,False,True,False,False,pdl,True,True,True,2907.42,2901.85,5.57,2906.91,True,0.9084,low,True,True,True,False,False,high,2,0.5566,3.8727,4.872700214385986,1.1687999963760376,2910.52,2900.61,9.91,2908.05,True,0.7508,high,False,True,False,True,False,low,1,-0.21899999678134918,2.051500082015991,,0.1251000016927719
XAUUSD,2025-03-11,Tuesday,2916.31,2915.5,2921.34,2911.97,2889.239990234375,2910.52001953125,2880.280029296875,0.9369999766349792,Gap Up,+0.5% to +1%,False,False,False,False,False,False,True,none,False,False,False,2916.64,2911.97,4.67,2915.34,True,0.7217,high,True,False,False,True,False,high,1,1.0065,-0.3062,0.5609999895095825,,2919.82,2911.97,7.85,2915.43,False,0.4408,low,True,False,False,True,False,high,1,0.19359999895095825,-0.26109999418258667,0.7389000058174133,
XAUUSD,2025-03-12,Wednesday,2916.57,2933.31,2940.63,2916.46,2915.5,2921.340087890625,2911.969970703125,0.03700000047683716,Flat,0 to +0.2%,False,False,False,True,False,False,False,pdh,True,True,True,2919.43,2916.46,2.97,2919.35,True,0.9731,low,True,False,False,True,False,high,1,7.1381,-0.4983,0.5016999840736389,,2928.04,2916.46,11.58,2923.96,True,0.6477,low,True,False,False,True,False,high,1,1.0872000455856323,-0.6001999974250793,0.05869999900460243,
XAUUSD,2025-03-13,Thursday,2953.56,2988.8,2989.1,2952.55,2933.31005859375,2940.6298828125,2916.4599609375,0.6899999976158142,Gap Up,+0.5% to +1%,False,False,False,False,False,False,True,none,True,True,True,2966.1,2952.55,13.55,2964.98,True,0.9173,low,True,False,False,True,False,high,1,1.6974,-0.7904,0.1696999967098236,,2974.65,2952.55,22.1,2971.83,True,0.8724,low,True,False,False,True,False,high,1,0.6539000272750854,-0.7588000297546387,0.24120000004768372,
XAUUSD,2025-03-14,Friday,2983.08,2986.24,2990.38,2978.45,2988.800048828125,2989.10009765625,2952.550048828125,-0.19099999964237213,Gap Down,0 to -0.2%,False,False,False,True,False,False,False,pdh,True,True,False,2986.75,2982.79,3.96,2985.31,True,0.6364,low,True,True,True,False,False,low,2,0.9166,1.096,1.2828999757766724,1.916599988937378,2986.75,2978.45,8.3,2981.12,False,0.3217,high,True,False,False,True,False,high,1,0.4372999966144562,-0.1818999946117401,0.6121000051498413,
XAUUSD,2025-03-17,Monday,2997.99,3001.02,3001.99,2992.92,2986.239990234375,2990.3798828125,2978.449951171875,0.3930000066757202,Gap Up,+0.2% to +0.5%,False,False,False,False,False,False,True,none,True,True,False,3000.37,2996.16,4.21,2999.97,True,0.905,low,True,True,True,False,False,high,2,0.3847,0.7696,1.7696000337600708,1.3846999406814575,3000.59,2992.92,7.67,2995.93,False,0.3924,high,True,False,False,True,False,high,1,0.18250000476837158,-0.0038999998942017555,0.06260000169277191,
XAUUSD,2025-03-18,Tuesday,3029.11,3033.76,3037.89,3025.24,3001.02001953125,3001.989990234375,2992.919921875,0.9359999895095825,Gap Up,+0.5% to +1%,False,False,False,False,False,False,True,none,False,False,True,3030.83,3027.46,3.37,3028.67,False,0.359,low,True,True,True,False,False,low,2,2.0948,0.6587,0.3174999952316284,3.0947999954223633,3032.09,3025.24,6.85,3031.41,True,0.9007,low,True,False,False,True,False,high,1,0.8467000126838684,-0.6597999930381775,0.3402000069618225,
XAUUSD,2025-03-19,Wednesday,3030.31,3047.16,3051.84,3026.79,3033.760009765625,3037.889892578125,3025.239990234375,-0.11400000005960464,Flat,0 to -0.2%,False,False,False,True,False,False,False,pdh,False,False,True,3032.02,3028.01,4.01,3029.9,False,0.4713,high,True,True,True,False,False,low,2,4.9426,0.3042,0.7706000208854675,5.942599773406982,3032.83,3026.79,6.04,3032.08,True,0.8758,low,True,False,False,True,False,high,1,3.1473000049591064,-0.35429999232292175,0.6456999778747559,
XAUUSD,2025-03-20,Thursday,3032.82,3044.47,3046.05,3032.28,3047.159912109375,3051.840087890625,3026.7900390625,-0.47099998593330383,Gap Down,-0.2% to -0.5%,True,False,False,False,False,False,True,none,True,True,True,3038.5,3032.28,6.22,3038.26,True,0.9614,low,True,False,False,True,False,high,1,1.2138,-0.283,0.7170000076293945,,3041.86,3032.28,9.58,3040.29,True,0.8361,low,True,False,False,True,False,high,1,0.4374000132083893,-0.18369999527931213,0.8162999749183655,
XAUUSD,2025-03-21,Friday,3007.94,3022.94,3024.2,3005.58,3044.469970703125,3046.050048828125,3032.280029296875,-1.2000000476837158,Gap Down,< -1%,False,False,True,False,False,False,True,none,True,True,True,3010.95,3005.58,5.37,3009.49,True,0.7281,low,True,False,False,True,False,high,1,2.4675,-0.73,0.17880000174045563,,3017.89,3005.58,12.31,3014.03,True,0.6864,low,True,False,False,True,False,high,1,0.5126000046730042,-0.3582000136375427,0.40369999408721924,
XAUUSD,2025-03-24,Monday,3016.59,3011.96,3016.93,3002.46,3022.93994140625,3024.199951171875,3005.580078125,-0.20999999344348907,Gap Down,-0.2% to -0.5%,False,False,False,False,True,False,False,pdl,False,False,False,3016.93,3009.2,7.73,3010.65,False,0.1876,high,False,True,False,True,False,low,1,-0.1669,0.8719,,0.8331000208854675,3016.93,3005.79,11.14,3009.77,False,0.3573,high,False,True,False,True,False,low,1,-0.11580000072717667,0.2989000082015991,,0.7882000207901001
XAUUSD,2025-03-25,Tuesday,3027.98,3019.81,3030.76,3017.78,3011.9599609375,3016.929931640625,3002.4599609375,0.5320000052452087,Gap Up,+0.5% to +1%,False,False,False,False,False,False,True,none,True,False,False,3030.76,3025.53,5.23,3030.3,True,0.9121,low,False,True,False,True,False,low,1,-0.0172,1.4818,,0.48179998993873596,3030.76,3020.84,9.92,3022.67,False,0.1845,high,False,True,False,True,False,low,1,-0.5252000093460083,0.3084999918937683,,0.4747999906539917
XAUUSD,2025-03-26,Wednesday,3015.5,3018.85,3021.79,3012.45,3019.81005859375,3030.760009765625,3017.780029296875,-0.14300000667572021,Flat,0 to -0.2%,False,False,False,False,True,False,False,pdl,True,True,True,3020.02,3015.06,4.96,3019.44,True,0.883,low,True,True,True,False,False,high,2,0.3569,0.5262,1.5262000560760498,1.3568999767303467,3021.7,3012.45,9.25,3016.24,False,0.4097,high,True,False,False,True,False,high,1,0.009700000286102295,-0.27459999918937683,0.33730000257492065,
XAUUSD,2025-03-27,Thursday,3050.59,3056.42,3059.56,3047.65,3018.85009765625,3021.7900390625,3012.449951171875,1.0509999990463257,Gap Up,> +1%,False,False,False,False,False,False,True,none,True,True,True,3058.08,3049.87,8.21,3055.11,True,0.6382,low,True,True,True,False,False,high,2,0.1803,0.2704,1.270400047302246,0.972000002861023,3059.56,3049.87,9.69,3054.6,False,0.4881,low,False,True,False,True,False,low,1,-0.032999999821186066,0.22910000383853912,,0.8234999775886536
XAUUSD,2025-03-28,Friday,3075.95,3084.2,3086.68,3067.24,3056.419921875,3059.56005859375,3047.64990234375,0.6389999985694885,Gap Up,+0.5% to +1%,False,False,False,False,False,False,True,none,False,False,True,3076.39,3068.03,8.36,3074.03,True,0.7177,high,True,True,True,False,False,low,2,1.2309,0.0945,0.3384999930858612,2.2309000492095947,3081.19,3067.24,13.95,3079.89,True,0.9068,low,True,False,False,True,False,high,1,0.3935000002384186,-0.4530999958515167,0.5468999743461609,
XAUUSD,2025-03-31,Monday,3118.37,3124.13,3127.17,3099.94,3084.199951171875,3086.679931640625,3067.239990234375,1.1080000400543213,Gap Up,> +1%,False,False,False,False,False,False,True,none,False,False,False,3119.02,3103.78,15.24,3104.17,False,0.0256,high,True,True,True,False,False,low,2,0.5348,0.252,0.48750001192092896,1.5348000526428223,3119.02,3099.94,19.08,3112.73,True,0.6703,high,True,False,False,True,False,high,1,0.4271000027656555,-0.5849000215530396,0.38940000534057617,
XAUUSD,2025-04-01,Tuesday,3129.85,3118.81,3135.31,3100.87,3124.1298828125,3127.169921875,3099.93994140625,0.18299999833106995,Gap Up,0 to +0.2%,False,False,False,True,False,False,False,pdh,True,True,False,3134.98,3128.26,6.72,3132.25,True,0.5938,low,True,True,True,False,False,high,2,0.0491,4.0759,5.075900077819824,0.708299994468689,3135.31,3123.79,11.52,3126.85,False,0.2656,high,False,True,False,True,False,low,1,-0.1987999975681305,1.9895999431610107,,0.07989999651908875
XAUUSD,2025-04-02,Wednesday,3125.76,3124.11,3134.27,3116.69,3118.81005859375,3135.31005859375,3100.8701171875,0.22300000488758087,Gap Up,+0.2% to +0.5%,True,False,False,False,False,False,True,none,True,False,True,3132.28,3124.85,7.43,3127.52,False,0.3593,low,True,True,True,False,False,low,2,0.2678,1.0983,1.8385000228881836,1.267799973487854,3132.28,3116.69,15.59,3126.44,True,0.6254,high,True,False,False,True,False,high,1,0.12759999930858612,-0.12380000203847885,0.8762000203132629,
XAUUSD,2025-04-03,Thursday,3065.28,3107.79,3135.52,3064.22,3124.110107421875,3134.27001953125,3116.68994140625,-1.8830000162124634,Gap Down,< -1%,False,True,True,True,True,True,False,pdl,True,True,True,3088.91,3064.22,24.69,3086.65,True,0.9085,low,True,False,False,True,False,high,1,1.8878,-0.8133,0.1867000013589859,,3126.65,3064.22,62.43,3125.26,True,0.9777,low,True,False,False,True,False,high,1,0.1421000063419342,-0.5735999941825867,0.42640000581741333,
XAUUSD,2025-04-04,Friday,3075.79,3036.68,3080.44,3015.78,3107.7900390625,3135.52001953125,3064.219970703125,-1.0299999713897705,Gap Down,< -1%,False,False,False,False,True,False,False,pdl,False,False,False,3080.44,3059.36,21.08,3074.82,True,0.7334,high,False,True,False,True,False,low,1,-0.1665,2.0674,,0.012299999594688416,3080.44,3041.69,38.75,3047.62,False,0.153,high,False,True,False,True,False,low,1,-0.7452999949455261,0.6686000227928162,,0.2231999933719635
XAUUSD,2025-04-07,Monday,3024.24,2971.91,3037.97,2956.26,3036.679931640625,3080.43994140625,3015.780029296875,-0.4099999964237213,Gap Down,-0.2% to -0.5%,False,False,False,False,True,False,False,pdl,False,False,False,3026.74,3001.73,25.01,3006.85,False,0.2047,high,True,True,True,False,False,high,2,0.449,1.8181,2.8180999755859375,0.3174999952316284,3037.97,3001.73,36.24,3008.86,False,0.1967,low,False,True,False,True,False,low,1,-0.6711000204086304,1.254699945449829,,0.2190999984741211
XAUUSD,2025-04-08,Tuesday,3013.19,2984.7,3018.06,2974.73,2971.909912109375,3037.969970703125,2956.260009765625,1.3890000581741333,Gap Up,> +1%,True,False,False,False,False,False,True,none,False,False,False,3017.12,3006.34,10.78,3006.77,False,0.0399,high,True,True,True,False,False,low,2,0.0872,2.9323,3.932300090789795,1.0872000455856323,3017.84,3004.13,13.71,3012.43,True,0.6054,low,True,True,True,False,False,high,2,0.01600000075995922,2.144399881362915,3.144399881362915,0.5974000096321106
XAUUSD,2025-04-09,Wednesday,3060.76,3091.96,3099.6,3048.38,2984.699951171875,3018.06005859375,2974.72998046875,2.5480000972747803,Gap Up,> +1%,False,False,True,False,False,False,True,none,True,True,True,3077.86,3060.21,17.65,3072.7,True,0.7076,low,True,True,True,False,False,high,2,1.2317,0.6703,1.670300006866455,2.2316999435424805,3084.63,3060.21,24.42,3083.48,True,0.9529,low,True,True,True,False,False,high,2,0.6129999756813049,0.4844000041484833,1.4844000339508057,1.6130000352859497
XAUUSD,2025-04-10,Thursday,3132.98,3172.74,3176.41,3116.14,3091.9599609375,3099.60009765625,3048.3798828125,1.3270000219345093,Gap Up,> +1%,False,False,False,False,False,False,True,none,False,False,True,3132.98,3119.48,13.5,3122.13,False,0.1963,high,True,True,True,False,False,low,2,3.217,0.2474,0.1688999980688095,4.2170000076293945,3149.28,3116.14,33.14,3144.6,True,0.8588,low,True,False,False,True,False,high,1,0.8185999989509583,-0.8454999923706055,0.1266999989748001,
XAUUSD,2025-04-11,Friday,3230.99,3231.74,3245.36,3219.45,3172.739990234375,3176.409912109375,3116.139892578125,1.8359999656677246,Gap Up,> +1%,False,False,False,False,False,False,True,none,True,False,False,3244.05,3230.53,13.52,3240.51,True,0.7382,low,True,True,True,False,False,low,2,0.0969,0.8195,1.8194999694824219,1.0968999862670898,3244.05,3219.6,24.45,3228.01,False,0.344,high,True,True,True,False,False,high,2,0.053599998354911804,0.006099999882280827,1.006100058555603,0.7664999961853027
XAUUSD,2025-04-14,Monday,3205.06,3212.59,3216.44,3194.81,3231.739990234375,3245.360107421875,3219.449951171875,-0.8259999752044678,Gap Down,-0.5% to -1%,False,False,False,False,False,False,True,none,True,False,False,3207.82,3194.81,13.01,3207.82,True,1.0,low,True,False,False,True,False,high,1,0.6626,-0.033,0.9670000076293945,,3209.66,3194.81,14.85,3204.44,True,0.6485,low,True,False,False,True,False,high,1,0.45660001039505005,-0.10300000011920929,0.8970000147819519,
XAUUSD,2025-04-15,Tuesday,3220.99,3230.96,3231.85,3211.62,3212.590087890625,3216.43994140625,3194.81005859375,0.26100000739097595,Gap Up,+0.2% to +0.5%,False,False,False,True,False,False,False,pdh,False,False,True,3224.19,3215.0,9.19,3215.07,False,0.0076,high,True,True,True,False,False,low,2,0.8335,0.3678,0.7943999767303467,1.8335000276565552,3226.82,3211.62,15.2,3224.57,True,0.852,low,True,False,False,True,False,high,1,0.33090001344680786,-0.3467000126838684,0.07500000298023224,
XAUUSD,2025-04-16,Wednesday,3304.74,3338.3,3342.47,3296.92,3230.9599609375,3231.85009765625,3211.6201171875,2.2839999198913574,Gap Up,> +1%,False,False,False,False,False,False,True,none,False,True,True,3306.52,3296.92,9.6,3298.56,False,0.1708,high,True,False,False,True,False,high,1,3.7447,-0.1573,0.15520000457763672,,3319.49,3296.92,22.57,3312.96,True,0.7107,low,True,False,False,True,False,high,1,1.0182000398635864,-0.3686000108718872,0.07980000227689743,
XAUUSD,2025-04-17,Thursday,3322.94,3318.91,3331.96,3283.84,3338.300048828125,3342.469970703125,3296.919921875,-0.46000000834465027,Gap Down,-0.2% to -0.5%,False,False,False,False,True,False,False,pdl,True,False,False,3331.96,3320.18,11.78,3329.49,True,0.7903,low,False,True,False,True,False,low,1,-0.1952,3.0849,,0.28780001401901245,3331.96,3301.66,30.3,3303.55,False,0.0624,high,False,True,False,True,False,low,1,-0.3172000050544739,0.588100016117096,,0.6827999949455261
XAUUSD,2025-04-21,Monday,3416.62,3421.65,3430.5,3405.5,3318.909912109375,3331.9599609375,3283.840087890625,2.944000005722046,Gap Up,> +1%,False,False,False,False,False,False,True,none,True,True,True,3420.4,3405.5,14.9,3416.8,True,0.7584,high,True,False,False,True,False,high,1,0.6779,-0.0369,0.963100016117096,,3430.17,3405.5,24.67,3426.45,True,0.8492,low,True,False,False,True,False,high,1,0.013399999588727951,-0.022299999371170998,0.5144000053405762,
XAUUSD,2025-04-22,Tuesday,3443.63,3376.18,3445.18,3366.78,3421.64990234375,3430.5,3405.5,0.6420000195503235,Gap Up,+0.5% to +1%,False,True,False,True,True,True,False,pdh,False,False,False,3445.18,3411.19,33.99,3411.76,False,0.0168,high,False,True,False,True,False,low,1,-0.1836,1.3066,,0.8163999915122986,3445.18,3408.63,36.55,3431.96,True,0.6383,high,False,True,False,True,False,low,1,-0.17069999873638153,1.1449999809265137,,0.29170000553131104
